Player,Nation,Pos,Age,Born,X90s.x,Tackles.Tkl,Tackles.TklW,Tackles.Def.3rd,Tackles.Mid.3rd,Tackles.Att.3rd,Vs.Dribbles.Tkl,Vs.Dribbles.Att,Vs.Dribbles.Tkl.,Vs.Dribbles.Past,Pressures.Press,Pressures.Succ,Pressures..,Pressures.Def.3rd,Pressures.Mid.3rd,Pressures.Att.3rd,Blocks.Blocks,Blocks.Sh,Blocks.ShSv,Blocks.Pass,Int,Tkl.Int,Clr,Err,League.x,Year.x,Player_imp,Nation_imp,Pos_imp,Age_imp,Born_imp,X90s_imp,Tackles.Tkl_imp,Tackles.TklW_imp,Tackles.Def.3rd_imp,Tackles.Mid.3rd_imp,Tackles.Att.3rd_imp,Vs.Dribbles.Tkl_imp,Vs.Dribbles.Att_imp,Vs.Dribbles.Tkl._imp,Vs.Dribbles.Past_imp,Pressures.Press_imp,Pressures.Succ_imp,Pressures.._imp,Pressures.Def.3rd_imp,Pressures.Mid.3rd_imp,Pressures.Att.3rd_imp,Blocks.Blocks_imp,Blocks.Sh_imp,Blocks.ShSv_imp,Blocks.Pass_imp,Int_imp,Tkl.Int_imp,Clr_imp,Err_imp,League_imp,Year_imp,2021 Tournament Place,Results,group,X90s.y,Gls,Standard.Sh,Standard.SoT,Standard.SoT.,Standard.Sh.90,Standard.SoT.90,Standard.G.Sh,Standard.G.SoT,Standard.Dist,Performance.PK,Performance.PKatt,League.y,Year.y,Standard.FK,Expected.xG,Expected.npxG,Expected.npxG.Sh,X90s,Total.Cmp,Total.Att,Total.Cmp.,Total.TotDist,Total.PrgDist,Short.Cmp,Short.Att,Short.Cmp.,Medium.Cmp,Medium.Att,Medium.Cmp.,Long.Cmp,Long.Att,Long.Cmp.,Ast,xA,A.xA,KP,X1.3,PPA,CrsPA,Prog,score_def,score_pass,score_shoot,score_gk,skill_score
M. Krli?evi?,Leoneku Guidisia,GK,31,1989,0.321810865163333,-0.768234637853746,-0.683030291146465,-0.701995006048587,-0.54354025192002,-0.37780390577399,-0.570079610440206,-0.795959991009625,1.40150029440631,-0.664292225800142,-1.46022661663269,-1.19568187566305,-1.68666839098177,-1.0976469434581,-1.19673306848026,-0.784607466028004,-0.805143225605378,-0.349043665553594,-0.633105840961797,-0.755931002735624,-0.626047517499785,-0.978610966935002,-0.740343710016579,-0.48013997373951,Tournament,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17,13,Bad,0.370628534281765,-0.601499300712923,-0.575276712520301,-0.423692013225724,-0.669591636119827,-0.504478446102169,-0.5118504592716,-0.538277107340586,-0.432334244999972,0.683446543917243,0.323762502789601,0.235412948489015,Tournament,2021,0.285484180147594,-0.232684431021283,-0.322893438906704,-0.897186076102688,0.28791872756204,-0.727485788726735,-0.26545850828343,-1.90765686465648,0.194416360317127,2.17926008347579,-1.33236177488131,-1.42705424582594,0.957732685891537,-0.712075180332922,-0.81903967257131,0.423452992809765,1.47072068979063,3.13021767515739,-0.823558510314383,-0.130565331044763,-0.651700021278001,0.011140086747309,-0.658920538816388,-0.672216817987735,-0.666343564371012,-0.555913241660786,-1.05275570083766,-0.0684929376906005,0.282764706480435,0.223578455761483,33.8484128317955,84.8399571917644
M. Ngamita,Xikong,GK,31,1990,1.04896783491314,-0.773533481732597,-0.745916177914755,-0.572777226375097,-0.49373784055371,-0.361040102717279,-0.590921597996006,-0.708730274533097,-0.406763066547082,-0.576001366193115,-1.47142211369146,-1.1846286784302,0.267604666355427,-1.11251188252,-1.17375977985108,-0.778260687692544,-0.787917387026342,-0.461400729399342,0.43617609852116,-0.685540724846223,-0.636557199074628,-0.943798916472169,-0.696479237931624,0.541924615943722,Tournament,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,18,Okay,1.01925402986343,-0.14720969266313,-0.617847441259314,-0.529061717623305,-0.666145770880887,-0.500283127656712,-0.408249039062334,-0.472360111510673,-0.276572627015486,0.495810690617849,1.0030234716689,-0.503374954164614,Tournament,2021,0.285484180147594,-0.73003956255734,-0.40169913942507,-0.897186076102688,1.06080657939584,-1.18421570390307,-0.706404015040927,-2.95442034701329,-0.5888984385663,0.709752546441387,-1.4294875846919,-1.53161338948135,0.95414404020808,-1.02563175016289,-1.16525108472459,0.614615251811339,0.313970615310931,2.33074690839255,-1.34994404864121,-0.328616472629536,-0.0639535596560005,-0.149699035521531,-0.727493365546279,-0.808291765391373,-0.675481305601076,-0.497066026491488,-1.10960608970951,0.19732152478173,-1.7890718392509,-0.183969441691819,3.20208796848392,7.11736004312929
R. Yiga,Quewenia,GK,32,1988,1.79277725435188,-0.778832325611449,-0.7773591212989,-0.564162707730198,-0.483777358280448,-0.461622921057544,-0.517974641550706,-0.763248847330927,-1.06353641597171,-0.576001366193115,-1.47422098795615,-1.20120847427948,4.18908909197216,-1.10614119435062,-1.17552695589948,-0.801532208255899,-0.793659333219354,-0.498853084014591,0.43617609852116,-0.762970030524564,-0.610282995137521,-0.933355301333319,-0.684516200090273,0.286408468522914,Tournament,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,25,Good,1.87300040866322,-0.389497483623019,-0.598927117375308,-0.463205652374817,-0.667868703500357,-0.496087809211256,-0.431271576886615,-0.670111099000414,-0.120811009031,0.683446543917243,1.13887566544476,0.851069534033705,Tournament,2021,-0.622796481264811,-0.691781475516105,-0.756324791757714,-0.897186076102688,1.85593580826083,-0.613053457681462,-0.601656586568451,-0.244962430790942,0.0994077935121864,1.82266673219178,-1.13055592560818,-1.2362084302219,0.946966748841163,-0.584464948425377,-0.743968320446238,0.844009962613229,1.19093764332095,1.47990452609262,-0.0945025945228438,0.0108997700872182,-0.181502851980401,-0.214034684429067,-0.666539741786376,-0.923432105502143,-0.739445494211523,-0.359755857763126,-1.05275570083766,1.44818603305625,0.477306822405303,0.749055516329271,4.858642353636,13.4838800699854
S. Zandamela,Mico,GK,34,1986,2.21463931313802,-0.826521920521113,-0.643726611916284,-0.598620782309795,-0.533579769646758,-0.226929678263591,-0.538816629106506,-0.746893275491578,0.0284561099485176,-0.620146795996628,-1.4667573232503,-1.1625222839645,-0.586911960882293,-1.12525325885878,-1.17199260380269,-0.786723058806491,-0.776433494640318,-0.324075429143428,-0.566275719744112,-0.777048086102444,-0.657576562224314,-0.971648556842436,-0.736356030736129,-0.0542797280381635,Tournament,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,26,Very Good,2.1723660220086,-0.207781640403102,-0.584736874462304,-0.542232930673002,-0.666145770880887,-0.57160354122948,-0.385226501238052,-0.472360111510673,-0.120811009031,0.683446543917243,-0.49135065986556,0.235412948489015,Tournament,2021,0.075880950590885,-0.691781475516105,-0.756324791757714,-0.279658847417058,2.1172719883773,-0.972840699395858,-0.885709656792938,-1.04040693681971,0.0512771858863572,1.94724667835787,-1.46833790861614,-1.55800695972446,0.948761071682893,-1.00193270709434,-1.17408300850401,0.984866363982811,1.40959162081406,1.78813421930316,-0.182498966663712,-0.0173932501391779,-0.828023959764602,-0.085363386613995,-0.590347712086497,-0.703618728927036,-0.721170011751395,-0.202829950644998,-1.06493792702448,-0.134496372531136,0.0403465496512933,-0.181134940351841,21.8537584978623,54.49675386304
U. Nishimura,Galamily,GK,31,1989,1.44307581088441,-0.800027701126855,-0.753776913760792,-0.581391745019996,-0.553500734193282,-0.444859118000834,-0.549237622884406,-0.708730274533097,0.0300996868990296,-0.605431652728791,-1.43876858060337,-1.17910207981378,-1.69196133636727,-1.06791706533429,-1.18966436428667,-0.797301022698925,-0.764949602254294,-0.286623074528178,-0.499445598526427,-0.706657808213043,-0.631302358287207,-0.961204941703586,-0.724392992894777,-0.56531202287978,Tournament,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,23,Good,1.44612721926332,-0.116923718793143,-0.622577522230316,-0.489548078474212,-0.664767424785311,-0.563212904338567,-0.304647618853068,-0.142775132361104,-0.432334244999972,0.172750699719762,1.0030234716689,0.974200851142643,Tournament,2021,-0.413193251708102,-0.347458692144988,-0.677519091239349,-0.897186076102688,1.40554792337926,-0.921371135650604,-0.634132863518433,-1.74090871845787,-0.209586853142724,1.14317019786115,-1.51150493519863,-1.60774868825956,0.955041201628943,-0.647358562722667,-0.825222019216905,0.982854129677531,0.810056521236168,2.11081217938294,-0.857801442459699,-0.0173932501391779,-0.0051789134938004,0.204147033469917,-0.704635756636315,-0.892030194562842,-0.602379375760564,-0.575528980050552,-1.04869495877538,-0.236642039239069,-0.655582543660542,0.936796686957109,11.7797889574574,29.4717584456723
V. Guillaume,Sobianitedrucy,GK,34,1987,-1.37118818654424,-0.842418452157668,-0.722333970376647,-0.598620782309795,-0.533579769646758,-0.176638269093458,-0.465869672661205,-0.795959991009625,0.0271412483881079,-0.576001366193115,-1.47422098795615,-1.15975898465629,-1.6837278657676,-1.10189406890436,-1.17375977985108,-0.782491873249517,-0.747723763675258,-0.461400729399342,-0.298955234873373,-0.713696836001983,-0.605028154350099,-0.978610966935002,-0.672553162248922,0.371580517663183,Tournament,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,29,Very Good,-1.34795183862691,-0.571213326842936,-0.575276712520301,-0.529061717623305,-0.666145770880887,-0.533845675220368,-0.35069269450163,-0.142775132361104,-0.39339384050385,1.2838812744753,-0.62720285364142,-0.74963758838249,Tournament,2021,-0.483060994893671,-0.232684431021283,-0.204684888129156,-0.0326479559428057,-1.31346041868353,-1.76037499514848,-1.97709552725288,1.55416230450982,-1.58593433397443,-1.22692978871585,-1.69604397383877,-1.77118579630345,-1.29324531905736,-1.28723272557336,-1.43904072188662,0.983524874445957,-1.09199797115017,-1.19623557068849,1.53880563408278,-0.413495533308724,-0.651700021278001,-0.085363386613995,-0.6513013358464,-0.867606486054497,-0.730307752981459,-0.222445689034764,-1.07712015321131,-0.517546364403224,-2.9905125941477,-0.572230968706485,-7.22533617590216,-20.1034854033841
V. Nanyonjo,Varijitri Isles,GK,24,1996,0.377319030793089,-0.81592423276341,-0.667308819454393,-0.710609524693486,-0.483777358280448,-0.226929678263591,-0.517974641550706,-0.746893275491578,-0.242405371495874,-0.686364940701899,-1.43410379016221,-1.19015527704663,-1.68255165568193,-1.05517568899552,-1.18789718823827,-0.805763393812873,-0.787917387026342,-0.286623074528178,0.503006219738845,-0.678501697057282,-0.689105606948842,-0.950761326564736,-0.716417634333876,0.116064370242375,Tournament,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,24,6,Very Bad,0.348453303663589,0.00422017668680137,-0.594197036404307,-0.318322308828143,-0.667179530452569,-0.504478446102169,-0.442782845798756,-0.142775132361104,-0.315513031511607,1.26593349720319,-1.44231601629658,-0.380243637055676,Tournament,2021,-0.343325508522532,-0.691781475516105,-0.165282037869973,0.0908574897943201,0.343522170140012,-0.64403513682909,-0.451167922955156,-0.990940979574186,0.180396333471164,2.12092183986791,-1.00968825117721,-1.12758873729832,0.945172425999434,-0.63368603787543,-0.797843055500701,0.988890832593369,0.939368013301988,1.88606136141692,-0.655131064994983,-0.215444391723951,-0.592925375115801,-0.214034684429067,-0.643682132876412,-0.783868056883027,-0.392211327469095,-0.53629750327102,-1.07305941114903,-0.175524837612382,0.399391834793726,-0.708484127527789,-2.51512915191603,-6.5301314449633
W. Radu,Eastern Sleboube,GK,21,1999,-0.211067524882328,-0.810625388884558,-0.753776913760792,-0.727838561983284,-0.513658805100234,-0.21016587520688,-0.538816629106506,-0.785056276450059,-1.06353641597171,-0.576001366193115,-1.47235507177969,-1.20120847427948,-0.331086267249527,-1.10826475707375,-1.18436283614147,-0.776145094914057,-0.730497925096222,-0.386496020168843,-0.165294992438003,-0.755931002735624,-0.647066880649471,-0.964686146749869,-0.74433138929703,0.286408468522914,Tournament,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19,11,Bad,-0.172664615863557,-0.056351771053171,-0.584736874462304,-0.423692013225724,-0.666834943928675,-0.538040993665825,-0.465805383623037,-0.6041941031705,-0.39339384050385,0.778080278624764,0.0520581152378808,-0.872768905491428,Tournament,2021,-0.622796481264811,-0.232684431021283,-0.125879187610791,-0.773680630365561,-0.240313976928687,-0.889390047498213,-0.82716087581269,-0.741217679286319,0.396502279923273,2.99592851552048,-1.52337586750882,-1.6087638255766,0.95414404020808,-1.01287072697213,-1.17231662374812,0.980841895372251,1.94329541534027,2.08031028265898,0.0810919761292964,-0.470081573761516,0.0535957326683997,0.011140086747309,-0.628443726936437,-0.871095587269974,-0.68461904683114,-0.477450288101722,-1.09336312146041,-0.369950534667242,0.855474431843298,-1.29107131851916,-21.6378691315763,-54.4974465396124
X. Clement,Giumle Lizeibon,GK,26,1994,1.04896783491314,-0.800027701126855,-0.65158734776232,-0.693380487403687,-0.473816876007186,-0.461622921057544,-0.538816629106506,-0.605144986217221,-1.06353641597171,-0.502425649853925,-1.43690266442691,-1.09343980125918,4.19555824744334,-1.06579350261116,-1.17729413194788,-0.793069837141952,-0.787917387026342,-0.349043665553594,0.43617609852116,-0.784087113891384,-0.631302358287207,-0.929874096287036,-0.584824218079012,1.39364510734642,Tournament,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,20,Okay,1.05806068344523,-0.207781640403102,-0.5705466315493,-0.502719291523909,-0.666145770880887,-0.496087809211256,-0.431271576886615,-0.406443115680759,-0.315513031511607,1.16314168191743,-1.30646382252072,-0.0108496857288613,Tournament,2021,-0.343325508522532,-0.117910169897577,-0.519907690202618,-0.773680630365561,1.02744451384906,-0.41766899725045,-0.393991379029132,-0.159593762641416,0.248183885953188,1.89252527189674,-0.991342264879653,-1.11845250144493,0.955938363049808,-0.433155673449288,-0.609723078999049,0.979500405835398,1.2943868369736,1.66612663240732,-0.166173847850248,-0.300323452403139,-1.0631225444134,-0.085363386613995,-0.658920538816388,-0.846671878761629,-0.721170011751395,-0.379371596152892,-1.06087718496221,1.0299489317762,0.941195490445624,-0.896650607580109,-3.44706919099388,-8.08042607016384
X. Neri,People's Land of Maneau,GK,26,1994,2.98620281539164,-0.752338106217191,-0.635865876070248,-0.641693375534292,-0.603303145559593,-0.361040102717279,-0.486711660217006,-0.725085846372446,-0.40380462803616,-0.590716509460953,-1.46302549089738,-1.15975898465629,0.518137414602687,-1.13162394702817,-1.18436283614147,-0.799416615477412,-0.75346570986827,-0.37401190196376,0.102025492432736,-0.741852947157744,-0.652321721436892,-0.915949276101903,-0.636664048724868,1.64916125476722,Tournament,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,28,Very Good,2.90414863240842,-0.389497483623019,-0.622577522230316,-0.489548078474212,-0.665456597833099,-0.554822267447653,-0.362203963413771,-0.670111099000414,-0.237632222519364,1.16314168191743,0.867171277893042,0.727938216924767,Tournament,2021,-0.133722278965824,-0.156168256938812,-0.441101989684253,-0.0326479559428057,2.92908225001568,-0.735481060764833,-0.495079508690342,-1.25741887828392,-0.0111625213039075,1.38851231764953,-1.1726437765261,-1.2717382363184,0.944275264578571,-0.654650575974527,-0.803142209768354,0.675653025738159,0.953474721527351,2.05462447489144,-0.70729181047215,-0.0456862703655741,-0.475376082791401,-0.085363386613995,-0.628443726936437,-0.745487943512771,-0.574966152070373,-0.261677165814296,-1.06087718496221,-0.252883041875497,-0.172910255535293,1.83914925932142,37.5904917673187,94.6829073992521
Y. Nabuduwa,Eastern Niasland,GK,27,1993,0.282955149222504,-0.768234637853746,-0.71447323453061,-0.684765968758788,-0.54354025192002,-0.260457284377013,-0.570079610440206,-0.752345132771361,0.16618785840143,-0.715795227237575,-1.37905926295657,-1.11278289641667,0.270545191569597,-0.889537796591439,-1.19143154033507,-0.797301022698925,-0.604175108849958,-0.386496020168843,-0.633105840961797,-0.53068211348954,-0.610282995137521,-0.926392891240753,-0.612737973042165,-0.309795875458972,Tournament,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,23,7,Very Bad,0.331821880699957,-0.238067614273088,-0.617847441259314,-0.357835947977236,-0.665112011309205,-0.51706440143854,-0.419760307974475,-0.142775132361104,-0.315513031511607,0.588812809209723,-0.0837940785379793,-0.74963758838249,Tournament,2021,-0.0638545357802541,-0.232684431021283,-0.716921941498532,-0.773680630365561,0.332401481624418,-0.58057266502669,-0.525726136234691,-0.396551654607858,0.492787584568137,2.49017412116557,-1.33883682886868,-1.43111479509411,0.957732685891537,-0.618190509715228,-0.795193478366875,0.986207853519664,1.93624206122758,2.16699988387445,0.0245513207265663,-0.102272310818366,-0.416601436629201,0.011140086747309,-0.422725246746765,-0.571032882738877,-0.657205823140948,-0.53629750327102,-1.08524163733586,0.519924196045387,1.22651689495233,-0.787939049755737,13.7673359190687,34.8975908182927
Y. Ruggiero,Southern Ristan,GK,28,1992,1.48193152682524,-0.741740418459488,-0.698751762838538,-0.727838561983284,-0.593342663286331,-0.176638269093458,-0.486711660217006,-0.795959991009625,-0.124725261839209,-0.715795227237575,-1.47515394604439,-1.20120847427948,-0.706297284577583,-1.1337475097513,-1.16669107565749,-0.795185429920439,-0.75346570986827,-0.41146425657901,0.56983634095653,-0.657384613690462,-0.678595925373999,-0.92291168619447,-0.66059012440757,-0.650484072020049,Tournament,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,24,Good,1.47939006519059,-0.116923718793143,-0.632037684172319,-0.463205652374817,-0.666834943928675,-0.504478446102169,-0.500339190359459,-0.6041941031705,-0.432334244999972,0.190698476991878,0.867171277893042,0.481675582706891,Tournament,2021,-0.0638545357802541,-0.538749127351164,-0.598713390720983,-0.897186076102688,1.39442723486367,-0.416169883743306,-0.452540160009381,0.116458192309389,0.272176921586484,1.58891188696616,-1.02371753481652,-1.14078552241988,0.951452555945486,-0.337447999518629,-0.524053418338672,0.984866363982811,1.32495137146189,1.4189007326447,0.0838791915364732,-0.413495533308724,-0.240277498142601,0.171979209016149,-0.704635756636315,-0.87807378970093,-0.611517116990628,-0.34014011937336,-1.04869495877538,0.543075010613805,0.880136702936455,0.0738668897862202,16.6921808928081,42.4789915336884
Z. Abidin,Ngoque Blicri,GK,35,1985,0.360666581104162,-0.747039262338339,-0.753776913760792,-0.650307894179191,-0.54354025192002,-0.411331511887412,-0.465869672661205,-0.708730274533097,-1.06353641597171,-0.620146795996628,-1.47235507177969,-1.18739197773841,0.272309506698099,-1.12100613341252,-1.19496589243186,-0.801532208255899,-0.759207656061282,-0.261654838118012,-0.766766083397166,-0.741852947157744,-0.668086243799157,-0.978610966935002,-0.56488582167676,0.201236419382645,Tournament,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,21,9,Very Bad,0.337365688354501,-0.177495666533116,-0.584736874462304,-0.463205652374817,-0.666834943928675,-0.533845675220368,-0.5118504592716,-0.0768581365311904,-0.276572627015486,1.2838812744753,0.595466890341322,-0.872768905491428,Tournament,2021,-0.483060994893671,-0.347458692144988,-0.756324791757714,-0.156153401679932,0.326841137366621,-0.678514747493387,-0.272777105905961,-1.70500600755387,0.581918339430784,3.45198488834032,-1.48560471924914,-1.57221888216306,0.953246878787215,-0.49696078940306,-0.68391123874618,0.985537108751237,1.46366733567795,3.06600315573853,-0.796084529872212,-0.187151371497555,-0.769249313602402,-0.085363386613995,-0.597966915056485,-0.445425238981673,-0.584103893300437,-0.497066026491488,-1.07305941114903,-0.264369130473114,1.13469198809591,0.190483039376387,-6.88141403410344,-16.673132136759
